STUSPS	NAME	INTPTLONG	INTPTLAT
UT	Herriman city	-112.014715	40.487938
UT	Hideout town	-111.400654	40.644364
UT	Highland city	-111.795474	40.427062
UT	Hildale city	-113.001692	37.00646
UT	Hinckley town	-112.673401	39.333455
UT	Holden town	-112.27054	39.100109
UT	Holladay city	-111.823523	40.657779
UT	Honeyville city	-112.085183	41.635495
UT	Hooper city	-112.345424	41.164496
UT	Howell town	-112.448024	41.778746
UT	Huntington city	-110.963379	39.330868
UT	Huntsville town	-111.775013	41.259036
UT	Hurricane city	-113.35832	37.150308
UT	Hyde Park city	-111.814753	41.798554
UT	Hyrum city	-111.842711	41.632744
UT	Independence town	-111.295814	40.411457
UT	Ivins city	-113.680841	37.174634
UT	Joseph town	-112.219871	38.624726
UT	Junction town	-112.224662	38.238334
UT	Kamas city	-111.272209	40.649566
UT	Kanab city	-112.522987	37.025082
UT	Kanarraville town	-113.181106	37.537805
UT	Kanosh town	-112.437705	38.802213
UT	Kaysville city	-111.944934	41.029053
UT	Kingston town	-112.179563	38.206565
UT	Koosharem town	-111.882302	38.513075
UT	Laketown town	-111.333129	41.829327
UT	La Verkin city	-113.251896	37.231207
UT	Layton city	-111.960727	41.077423
UT	Leamington town	-112.285332	39.531209
UT	Leeds town	-113.355121	37.243098
UT	Lehi city	-111.878951	40.416671
UT	Levan town	-111.860707	39.556428
UT	Lewiston city	-111.885815	41.968452
UT	Lindon city	-111.717548	40.340845
UT	Loa town	-111.644611	38.403655
UT	Logan city	-111.841764	41.740256
UT	Lyman town	-111.589306	38.396461
UT	Lynndyl town	-112.396348	39.508929
UT	Manila town	-109.720799	40.991824
UT	Manti city	-111.637502	39.267074
UT	Mantua town	-111.935739	41.497983
UT	Mapleton city	-111.570397	40.121456
UT	Marriott-Slaterville city	-112.036252	41.261051
UT	Marysvale town	-112.2585	38.437507
UT	Mayfield town	-111.708794	39.120375
UT	Meadow town	-112.407202	38.886309
UT	Mendon city	-111.978258	41.711226
UT	Midvale city	-111.892684	40.614735
UT	Midway city	-111.475184	40.517974
UT	Milford city	-113.020296	38.394394
UT	Millville city	-111.821435	41.685019
UT	Minersville town	-112.924964	38.213945
UT	Moab city	-109.551528	38.57464
UT	Mona city	-111.850442	39.810384
UT	Monroe city	-112.119842	38.622823
UT	Monticello city	-109.34573	37.867309
UT	Morgan city	-111.680632	41.042313
UT	Moroni city	-111.582791	39.527337
UT	Mount Pleasant city	-111.455753	39.540906
UT	Murray city	-111.886519	40.650585
UT	Myton city	-110.062328	40.193241
UT	Naples city	-109.491288	40.431747
UT	Nephi city	-111.832185	39.707421
UT	New Harmony town	-113.309475	37.480414
UT	Newton town	-111.990855	41.8612
UT	Nibley city	-111.845025	41.67279
UT	North Logan city	-111.806435	41.775527
UT	North Ogden city	-111.957953	41.311385
UT	North Salt Lake city	-111.919747	40.845037
UT	Oak City town	-112.339773	39.376708
UT	Oakley city	-111.271101	40.723922
UT	Ogden city	-111.96608	41.227927
UT	Ophir town	-112.257609	40.368564
UT	Orangeville city	-111.059315	39.230788
UT	Orderville town	-112.656775	37.252932
UT	Orem city	-111.699191	40.298709
UT	Panguitch city	-112.436644	37.824737
UT	Paradise town	-111.833113	41.567857
UT	Paragonah town	-112.770834	37.885723
UT	Park City city	-111.505439	40.645239
UT	Parowan city	-112.829975	37.832745
UT	Payson city	-111.729793	40.035806
UT	Perry city	-112.040331	41.464863
UT	Plain City city	-112.094348	41.307899
UT	Pleasant Grove city	-111.741117	40.371423
UT	Pleasant View city	-112.000573	41.324803
UT	Plymouth town	-112.142404	41.875276
UT	Portage town	-112.242423	41.977116
UT	Price city	-110.800266	39.604034
UT	Providence city	-111.812335	41.702789
UT	Provo city	-111.644807	40.24533
UT	Randolph town	-111.184957	41.664238
UT	Redmond town	-111.867242	39.00526
UT	Richfield city	-112.092791	38.763408
UT	Richmond city	-111.807202	41.923643
UT	Riverdale city	-112.002398	41.173582
UT	River Heights city	-111.81975	41.722079
UT	Riverton city	-111.963649	40.517627
UT	Rockville town	-113.054315	37.147573
UT	Rocky Ridge town	-111.827635	39.917254
UT	Roosevelt city	-109.999226	40.280034
UT	Roy city	-112.048	41.171601
UT	Rush Valley town	-112.436231	40.354049
UT	St. George city	-113.5805	37.076062
UT	Salem city	-111.672361	40.053816
UT	Salina city	-111.866595	38.936498
UT	Salt Lake City city	-111.931414	40.77852
UT	Sandy city	-111.852286	40.571563
UT	Santa Clara city	-113.656621	37.131392
UT	Santaquin city	-111.793615	39.969861
UT	Saratoga Springs city	-111.911854	40.345288
UT	Scipio town	-112.104519	39.247974
UT	Scofield town	-111.162909	39.721047
UT	Sigurd town	-111.96395	38.865799
UT	Smithfield city	-111.827313	41.834586
UT	Snowville town	-112.716386	41.972764
UT	South Jordan city	-111.978584	40.555303
UT	South Ogden city	-111.956818	41.171494
UT	South Salt Lake city	-111.898623	40.705653
UT	South Weber city	-111.941588	41.134693
UT	Spanish Fork city	-111.637644	40.107301
UT	Spring City city	-111.491636	39.479951
UT	Springdale town	-113.004938	37.181501
UT	Springville city	-111.621392	40.163184
UT	Sterling town	-111.691038	39.193362
UT	Stockton town	-112.369429	40.44983
UT	Sunnyside city	-110.40326	39.553167
UT	Sunset city	-112.028388	41.13806
UT	Syracuse city	-112.066893	41.087627
UT	Tabiona town	-110.70957	40.354167
UT	Taylorsville city	-111.949344	40.656955
UT	Tooele city	-112.309954	40.547018
UT	Toquerville town	-113.293157	37.255299
UT	Torrey town	-111.42049	38.302038
UT	Tremonton city	-112.188758	41.718726
UT	Trenton town	-111.935809	41.913878
UT	Tropic town	-112.087755	37.633364
UT	Uintah town	-111.932949	41.142963
UT	Vernal city	-109.53796	40.451705
UT	Vernon town	-112.446293	40.093289
UT	Vineyard town	-111.759268	40.313441
UT	Virgin town	-113.208727	37.207819
UT	Wales town	-111.636214	39.485736
UT	Wallsburg town	-111.420684	40.387496
UT	Washington city	-113.494186	37.125869
UT	Washington Terrace city	-111.978263	41.168861
UT	Wellington city	-110.734292	39.533493
UT	Wellsville city	-111.938952	41.625291
UT	Wendover city	-114.024843	40.72374
UT	West Bountiful city	-111.908086	40.901738
UT	West Haven city	-112.053627	41.208179
UT	West Jordan city	-112.000968	40.602264
UT	West Point city	-112.098232	41.121734
UT	West Valley City city	-112.011759	40.688493
UT	Willard city	-112.046356	41.415589
UT	Woodland Hills city	-111.653796	40.012229
UT	Woodruff town	-111.162968	41.521663
UT	Woods Cross city	-111.917001	40.873369
VT	Albany village	-72.381758	44.729932
VT	Alburg village	-73.30257	44.976728
VT	Barre city	-72.507993	44.199112
VT	Barton village	-72.171659	44.752011
VT	Bellows Falls village	-72.459205	43.134135
VT	Burlington city	-73.239363	44.491991
VT	Cabot village	-72.316232	44.406577
VT	Cambridge village	-72.881406	44.637307
VT	Derby Center village	-72.136208	44.954564
VT	Derby Line village	-72.108065	44.998213
VT	Enosburg Falls village	-72.803774	44.908259
VT	Essex Junction village	-73.114775	44.490644
VT	Hyde Park village	-72.608359	44.599087
VT	Jacksonville village	-72.816132	42.793924
VT	Jeffersonville village	-72.827277	44.641956
VT	Jericho village	-72.990294	44.50268
VT	Johnson village	-72.678728	44.637046
VT	Ludlow village	-72.699211	43.401856
VT	Lyndonville village	-72.000649	44.534969
VT	Manchester village	-73.067015	43.160007
VT	Marshfield village	-72.349948	44.353357
VT	Montpelier city	-72.571524	44.266449
VT	Morrisville village	-72.589922	44.557244
VT	Newbury village	-72.057719	44.080827
VT	Newfane village	-72.655889	42.987414
VT	Newport city	-72.219478	44.941704
VT	North Bennington village	-73.24287	42.920203
VT	Northfield village	-72.655183	44.151464
VT	North Troy village	-72.4035	44.996326
VT	North Westminster village	-72.457516	43.122884
VT	Old Bennington village	-73.214297	42.884855
VT	Orleans village	-72.199501	44.80877
VT	Perkinsville village	-72.515351	43.37046
VT	Poultney village	-73.235941	43.517868
VT	Rutland city	-72.977788	43.60967
VT	St. Albans city	-73.084462	44.811538
VT	Saxtons River village	-72.511138	43.139367
VT	South Burlington city	-73.182619	44.436493
VT	Swanton village	-73.118428	44.923474
VT	Vergennes city	-73.255316	44.16766
VT	Waterbury village	-72.744961	44.342769
VT	Wells River village	-72.065927	44.155642
VT	West Burke village	-71.979303	44.643829
VT	Westminster village	-72.454315	43.078539
VT	Winooski city	-73.184854	44.495588
VT	Woodstock village	-72.513003	43.62344
VA	Abingdon town	-81.970927	36.709224
VA	Accomac town	-75.667784	37.719561
VA	Alberta town	-77.894357	36.854636
VA	Alexandria city	-77.082026	38.818343
VA	Altavista town	-79.283512	37.12311
VA	Amherst town	-79.051995	37.581894
VA	Appalachia town	-82.795044	36.912711
VA	Appomattox town	-78.826446	37.358738
VA	Ashland town	-77.470734	37.760332
VA	Bedford city	-79.520705	37.338156
VA	Belle Haven town	-75.823838	37.554653
VA	Berryville town	-77.982333	39.15105
VA	Big Stone Gap town	-82.777459	36.861222
VA	Blacksburg town	-80.426745	37.231264
VA	Blackstone town	-78.002812	37.081822
VA	Bloxom town	-75.621408	37.829065
VA	Bluefield town	-81.274484	37.235322
VA	Boones Mill town	-79.950749	37.115481
VA	Bowling Green town	-77.34766	38.0535
VA	Boyce town	-78.060213	39.093195
VA	Boydton town	-78.390727	36.66606
VA	Boykins town	-77.198919	36.577825
VA	Branchville town	-77.250096	36.569794
VA	Bridgewater town	-78.964407	38.388573
VA	Bristol city	-82.157564	36.616954
VA	Broadway town	-78.801366	38.608485
VA	Brodnax town	-78.031937	36.702953
VA	Brookneal town	-78.95157	37.051776
VA	Buchanan town	-79.691059	37.520855
VA	Buena Vista city	-79.356375	37.731663
VA	Burkeville town	-78.194413	37.187905
VA	Cape Charles town	-76.003772	37.24872
VA	Capron town	-77.201282	36.709329
VA	Cedar Bluff town	-81.763659	37.087051
VA	Charlotte Court House town	-78.637765	37.056364
VA	Charlottesville city	-78.485381	38.037658
VA	Chase City town	-78.460951	36.799844
VA	Chatham town	-79.400122	36.811853
VA	Cheriton town	-75.967266	37.294674
VA	Chesapeake city	-76.301788	36.679376
VA	Chilhowie town	-81.682913	36.800173
VA	Chincoteague town	-75.353323	37.949247
VA	Christiansburg town	-80.402408	37.141342
VA	Claremont town	-76.966498	37.227284
VA	Clarksville town	-78.564367	36.618779
VA	Cleveland town	-82.15263	36.943661
VA	Clifton town	-77.38599	38.780128
VA	Clifton Forge town	-79.825161	37.823324
VA	Clinchco town	-82.354462	37.157398
VA	Clinchport town	-82.744076	36.680017
VA	Clintwood town	-82.459898	37.152997
VA	Coeburn town	-82.467744	36.947366
VA	Colonial Beach town	-76.993729	38.264407
VA	Colonial Heights city	-77.396804	37.261685
VA	Columbia town	-78.165543	37.75327
VA	Courtland town	-77.061957	36.71226
VA	Covington city	-79.986039	37.778143
VA	Craigsville town	-79.380768	38.086329
VA	Crewe town	-78.130407	37.180994
VA	Culpeper town	-78.002808	38.470149
VA	Damascus town	-81.789359	36.63267
VA	Danville city	-79.408071	36.583334
VA	Dayton town	-78.941185	38.417252
VA	Dendron town	-76.924056	37.036415
VA	Dillwyn town	-78.46121	37.540511
VA	Drakes Branch town	-78.600952	36.99335
VA	Dublin town	-80.6897	37.105503
VA	Duffield town	-82.796105	36.719645
VA	Dumfries town	-77.322421	38.567348
VA	Dungannon town	-82.468109	36.828362
VA	Eastville town	-75.941005	37.35114
VA	Edinburg town	-78.562689	38.822863
VA	Elkton town	-78.614653	38.410765
VA	Emporia city	-77.535975	36.696182
VA	Exmore town	-75.828126	37.529457
VA	Fairfax city	-77.299025	38.853183
VA	Falls Church city	-77.174639	38.883787
VA	Farmville town	-78.399326	37.297458
VA	Fincastle town	-79.875647	37.49939
VA	Floyd town	-80.318117	36.91216
VA	Franklin city	-76.941396	36.684014
VA	Fredericksburg city	-77.486658	38.299272
VA	Fries town	-80.975017	36.714146
VA	Front Royal town	-78.185648	38.924848
VA	Galax city	-80.914308	36.66564
VA	Gate City town	-82.579902	36.644557
VA	Glade Spring town	-81.772253	36.789944
VA	Glasgow town	-79.455801	37.632381
VA	Glen Lyn town	-80.851075	37.373491
VA	Gordonsville town	-78.187406	38.135552
VA	Goshen town	-79.506368	37.986526
VA	Gretna town	-79.366511	36.94881
VA	Grottoes town	-78.823647	38.269912
VA	Grundy town	-82.09667	37.272891
VA	Halifax town	-78.927599	36.761201
VA	Hallwood town	-75.589563	37.877425
VA	Hamilton town	-77.6641	39.134863
VA	Hampton city	-76.297149	37.04803
VA	Harrisonburg city	-78.874197	38.436013
VA	Haymarket town	-77.636398	38.812299
VA	Haysi town	-82.294017	37.216897
VA	Herndon town	-77.387108	38.970411
VA	Hillsboro town	-77.725203	39.200431
VA	Hillsville town	-80.73363	36.762595
VA	Honaker town	-81.968578	37.015582
VA	Hopewell city	-77.298944	37.29101
VA	Hurt town	-79.30334	37.096375
VA	Independence town	-81.150619	36.627907
VA	Iron Gate town	-79.790567	37.798914
VA	Irvington town	-76.419998	37.662372
VA	Ivor town	-76.894652	36.901057
VA	Jarratt town	-77.468911	36.815991
VA	Jonesville town	-83.113709	36.68763
VA	Keller town	-75.764074	37.62127
VA	Kenbridge town	-78.128382	36.960859
VA	Keysville town	-78.480365	37.039009
VA	Kilmarnock town	-76.382853	37.710736
VA	La Crosse town	-78.094034	36.701393
VA	Lawrenceville town	-77.853874	36.756501
VA	Lebanon town	-82.07858	36.899396
VA	Leesburg town	-77.555574	39.106506
VA	Lexington city	-79.44432	37.782332
VA	Louisa town	-77.999176	38.016877
VA	Lovettsville town	-77.638727	39.274281
VA	Luray town	-78.454476	38.664184
VA	Lynchburg city	-79.195458	37.399016
VA	McKenney town	-77.721909	36.985367
VA	Madison town	-78.258618	38.378995
VA	Manassas city	-77.484727	38.747561
VA	Manassas Park city	-77.448681	38.768991
VA	Marion town	-81.513897	36.838791
VA	Martinsville city	-79.863648	36.683527
VA	Melfa town	-75.740806	37.649187
VA	Middleburg town	-77.739707	38.970978
VA	Middletown town	-78.27778	39.029093
VA	Mineral town	-77.906236	38.007585
VA	Monterey town	-79.580883	38.411559
VA	Montross town	-76.822517	38.092498
VA	Mount Crawford town	-78.941065	38.360759
VA	Mount Jackson town	-78.645862	38.739137
VA	Narrows town	-80.809285	37.331302
VA	Nassawadox town	-75.858442	37.477308
VA	New Castle town	-80.111017	37.500992
VA	New Market town	-78.668607	38.640439
VA	Newport News city	-76.521719	37.075978
VA	Newsoms town	-77.124837	36.626208
VA	Nickelsville town	-82.41642	36.749134
VA	Norfolk city	-76.244641	36.923015
VA	Norton city	-82.625996	36.931549
VA	Occoquan town	-77.258699	38.680096
VA	Onancock town	-75.74367	37.709993
VA	Onley town	-75.718652	37.690758
VA	Orange town	-78.11127	38.250253
VA	Painter town	-75.783838	37.585188
VA	Pamplin City town	-78.683612	37.266017
VA	Parksley town	-75.653888	37.786361
VA	Pearisburg town	-80.727293	37.328683
VA	Pembroke town	-80.636164	37.322219
VA	Pennington Gap town	-83.02947	36.75914
VA	Petersburg city	-77.392368	37.20473
VA	Phenix town	-78.7485	37.081059
VA	Pocahontas town	-81.342737	37.307663
VA	Poquoson city	-76.303534	37.12836
VA	Port Royal town	-77.190915	38.169787
VA	Portsmouth city	-76.356269	36.85943
VA	Pound town	-82.607261	37.126101
VA	Pulaski town	-80.761919	37.05277
VA	Purcellville town	-77.711393	39.137498
VA	Quantico town	-77.290167	38.52241
VA	Radford city	-80.557048	37.120036
VA	Remington town	-77.808238	38.534653
VA	Rich Creek town	-80.820228	37.383937
VA	Richlands town	-81.808184	37.0873
VA	Richmond city	-77.476009	37.531399
VA	Ridgeway town	-79.858299	36.578177
VA	Roanoke city	-79.958472	37.27783
VA	Rocky Mount town	-79.884131	37.004871
VA	Round Hill town	-77.768083	39.131857
VA	Rural Retreat town	-81.27725	36.905132
VA	St. Charles town	-83.057415	36.805134
VA	St. Paul town	-82.315923	36.907095
VA	Salem city	-80.055241	37.285333
VA	Saltville town	-81.762843	36.875888
VA	Saxis town	-75.722649	37.928003
VA	Scottsburg town	-78.792547	36.758045
VA	Scottsville town	-78.487674	37.811873
VA	Shenandoah town	-78.616451	38.487131
VA	Smithfield town	-76.612997	36.971873
VA	South Boston town	-78.913486	36.711666
VA	South Hill town	-78.128887	36.725662
VA	Stanardsville town	-78.436778	38.299064
VA	Stanley town	-78.500821	38.577724
VA	Staunton city	-79.061501	38.158056
VA	Stephens City town	-78.218337	39.093138
VA	Stony Creek town	-77.400067	36.94801
VA	Strasburg town	-78.345131	38.995265
VA	Stuart town	-80.268889	36.641104
VA	Suffolk city	-76.634781	36.697157
VA	Surry town	-76.833275	37.137071
VA	Tangier town	-75.99034	37.823815
VA	Tappahannock town	-76.86587	37.912474
VA	Tazewell town	-81.513809	37.130008
VA	The Plains town	-77.774457	38.862007
VA	Timberville town	-78.771138	38.633777
VA	Toms Brook town	-78.439377	38.947546
VA	Troutdale town	-81.43744	36.695872
VA	Troutville town	-79.87809	37.41666
VA	Urbanna town	-76.575138	37.639887
VA	Victoria town	-78.224298	36.994444
VA	Vienna town	-77.260463	38.899158
VA	Vinton town	-79.888194	37.274236
VA	Virgilina town	-78.775637	36.545774
VA	Virginia Beach city	-76.02402	36.779322
VA	Wachapreague town	-75.68964	37.606308
VA	Wakefield town	-76.988097	36.969126
VA	Warrenton town	-77.797316	38.717817
VA	Warsaw town	-76.761051	37.960254
VA	Washington town	-78.159959	38.711733
VA	Waverly town	-77.095596	37.034024
VA	Waynesboro city	-78.90142	38.067157
VA	Weber City town	-82.563351	36.623721
VA	West Point town	-76.8018	37.552283
VA	White Stone town	-76.389965	37.644737
VA	Williamsburg city	-76.706717	37.269293
VA	Winchester city	-78.176356	39.173869
VA	Windsor town	-76.739379	36.810448
VA	Wise town	-82.580655	36.976692
VA	Woodstock town	-78.517131	38.872115
VA	Wytheville town	-81.088438	36.953385
WA	Aberdeen city	-123.809718	46.976677
WA	Airway Heights city	-117.582903	47.644293
WA	Albion town	-117.250758	46.791984
WA	Algona city	-122.250388	47.281954
WA	Almira town	-118.936929	47.710605
WA	Anacortes city	-122.62398	48.488725
WA	Arlington city	-122.148425	48.168798
WA	Asotin city	-117.039456	46.33383
WA	Auburn city	-122.21053	47.303767
WA	Bainbridge Island city	-122.514838	47.649254
WA	Battle Ground city	-122.540766	45.776972
WA	Beaux Arts Village town	-122.204563	47.585673
WA	Bellevue city	-122.15649	47.597839
WA	Bellingham city	-122.469657	48.75262
WA	Benton City city	-119.478874	46.263743
WA	Bingen city	-121.468196	45.714728
WA	Black Diamond city	-122.017696	47.314746
WA	Blaine city	-122.744986	48.984936
WA	Bonney Lake city	-122.163033	47.199502
WA	Bothell city	-122.204997	47.776857
WA	Bremerton city	-122.716971	47.539801
WA	Brewster city	-119.772214	48.108548
WA	Bridgeport city	-119.673431	48.006287
WA	Brier city	-122.27371	47.79245
WA	Buckley city	-122.020241	47.158779
WA	Bucoda town	-122.867213	46.796568
WA	Burien city	-122.364291	47.469171
WA	Burlington city	-122.329037	48.466358
WA	Camas city	-122.431169	45.60566
WA	Carbonado town	-122.050535	47.084013
WA	Carnation city	-121.900811	47.644248
WA	Cashmere city	-120.466267	47.517229
WA	Castle Rock city	-122.914563	46.281274
WA	Cathlamet town	-123.384018	46.205819
WA	Centralia city	-122.969619	46.723086
WA	Chehalis city	-122.965425	46.664176
WA	Chelan city	-120.011941	47.844389
WA	Cheney city	-117.581512	47.491127
WA	Chewelah city	-117.716943	48.282571
WA	Clarkston city	-117.050135	46.415405
WA	Cle Elum city	-120.946907	47.194654
WA	Clyde Hill city	-122.21798	47.630353
WA	Colfax city	-117.338459	46.9021
WA	College Place city	-118.386932	46.043011
WA	Colton town	-117.128295	46.567771
WA	Colville city	-117.898109	48.545147
WA	Conconully town	-119.751007	48.557765
